id,title,release date,genre,vote average,popularity,poster,original language,adult
284054,Black Panther,2018-02-13,28 12 878,7.4,110.829,/uxzzxijgPIY7slzFvMotPv8wjKA.jpg,en,0
420809,Maleficent: Mistress of Evil,2019-10-16,10751 14 12,7.4,110.786,/vloNTScJ3w7jwNwtNGoG8DbTThv.jpg,en,0
808023,The Virtuoso,2021-04-30,53 28 80,6.3,110.753,/vXHzO26mJaOt4VO7ZFiM6No5ScT.jpg,en,0
27578,The Expendables,2010-08-03,53 12 28,6.2,110.672,/tDynwDj3pvexrEQ8wb0uy8EdcGQ.jpg,en,0
775996,Outside the Wire,2021-01-15,53 28 878,6.4,110.296,/6XYLiMxHAaCsoyrVo38LBWMw2p8.jpg,en,0
646207,The Ice Road,2021-06-24,28 12 18 53,7.2,166.446,/uZAcqLi2DnzaCfQfkUMnMSUFx8e.jpg,en,0
347626,He's All That,2021-08-27,35 10749,6.9,166.41,/kW3AG5NHoyq52dcSbMiFB6LyHvk.jpg,en,0
602734,Spiral: From the Book of Saw,2021-05-12,27 80 9648,6.3,165.087,/lcyKve7nXRFgRyms9M1bndNkKOx.jpg,en,0
590706,Jiu Jitsu,2020-11-20,14 28 878,5.1,164.857,/eLT8Cu357VOwBVTitkmlDEg32Fs.jpg,en,0
565028,Candyman,2021-08-25,27 53,6.3,164.055,/dqoshZPLNsXlC1qtz5n34raUyrE.jpg,en,0
22894,Legion,2010-01-21,27 28 14,5.8,163.909,/ykocDqwg5PRUopnBVb1x1DWnEJF.jpg,en,0
604822,Vanguard,2020-09-30,28 12 80,6.3,163.863,/mKvw1Ic9enfFlCPBNJGiejRPMUO.jpg,zh,0
615658,Awake,2021-06-09,18 878 53,6.0,161.706,/uZkNbB8isWXHMDNoIbqXvmslBMC.jpg,en,0
335797,Sing,2016-11-23,10751 16 10402 35 18,7.1,161.073,/rwopfpHqPCYBSgBuZwkaXXqHp14.jpg,en,0
862,Toy Story,1995-10-30,16 12 10751 35,8.0,160.885,/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,en,0
571891,Pokémon: Mewtwo Strikes Back - Evolution,2019-07-12,16 12 14 28 10751,6.7,159.999,/xlO50h3EX1w99KGztTzsjQBwPfs.jpg,ja,0
393345,Cult of Chucky,2017-10-23,27 53,5.8,159.885,/zqz4a0xX0L0NlmWbw7ByneeFcVp.jpg,en,0
330457,Frozen II,2019-11-20,10751 16 12 35 14,7.3,159.536,/mINJaa34MtknCYl5AjtNJzWj8cD.jpg,en,0
876576,Go! Go! Cory Carson: Chrissy Takes the Wheel,2021-09-21,16 10751,5.5,158.902,/eZvpTcUk0L8paEqegXzUcJa9nG.jpg,en,0
32657,Percy Jackson & the Olympians: The Lightning Thief,2010-02-01,12 14 10751,6.2,158.486,/nmyrUTjmvZ3OQYZJrUKAoiBfMq5.jpg,en,0
585216,Escape Room: Tournament of Champions,2021-07-01,27 53 9648,6.9,158.261,/jGYJyPzVgrVV2bgClI9uvEZgVLE.jpg,en,0
10138,Iron Man 2,2010-04-28,12 28 878,6.8,157.89,/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg,en,0
293660,Deadpool,2016-02-09,28 12 35,7.6,157.204,/fSRb7vyIP8rQpL0I47P3qUsEKX3.jpg,en,0
591273,Fear Street: 1994,2021-06-28,27 9648,6.8,156.683,/9J9Wy39ZjrVmfk7yMkulpcI5sy0.jpg,en,0
800823,The Kids Are Alright: Destination Asturias,2021-07-08,35 10751,4.7,156.063,/xxK9GyYqEN8224PxSdkOKYbLPZX.jpg,es,0
520763,A Quiet Place Part II,2021-05-21,878 53 27,7.7,256.054,/4q2hz2m8hubgvijz8Ez0T2Os2Yv.jpg,en,0
20982,Naruto Shippuden the Movie,2007-08-04,16 28 14,7.3,254.764,/vDkct38sSFSWJIATlfJw0l3QOIR.jpg,ja,0
464052,Wonder Woman 1984,2020-12-16,28 12 14,6.6,252.839,/8UlWHLMpgZm9bx6QYh0NFoq67TZ.jpg,en,0
613583,Kids Are Back,2021-06-02,35,5.4,248.31,/4BQ8N6pq7oW2l4A1nbIptIgVb3m.jpg,fr,0
458576,Monster Hunter,2020-12-03,28 14 12,6.9,248.153,/1UCOF11QCw8kcqvce8LKOO6pimh.jpg,en,0
719088,Yes No or Maybe Half?,2020-12-11,16 18 10749,6.4,247.99,/sH8xCXLEbihNNVDbewddzkYnNPF.jpg,ja,0
634528,The Marksman,2021-01-15,28 53 80,7.1,247.46,/6vcDalR50RWa309vBH1NLmG2rjQ.jpg,en,0
102382,The Amazing Spider-Man 2,2014-04-16,28 12 14,6.4,247.067,/c3e9e18SSlvFd1cQaGmUj5tqL5P.jpg,en,0
587807,Tom & Jerry,2021-02-11,35 10751 16,7.1,245.471,/8XZI9QZ7Pm3fVkigWJPbrXCMzjq.jpg,en,0
597891,Kate,2021-09-10,28 53,6.8,245.438,/uJgdT1boTSP0dDIjdTgGleg71l4.jpg,en,0
619778,Malignant,2021-09-01,27 9648 53,7.0,245.363,/dGv2BWjzwAz6LB8a8JeRIZL8hSz.jpg,en,0
539885,Ava,2020-07-02,28 80 18 53,5.7,245.078,/qzA87Wf4jo1h8JMk9GilyIYvwsA.jpg,en,0
641501,How I Became a Superhero,2020-11-19,878 12 9648 28 53 14 35,6.1,243.338,/d0wn9YtEnmbucx8ZUsT918ctoiK.jpg,fr,0
672,Harry Potter and the Chamber of Secrets,2002-11-13,12 14,7.7,242.128,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,en,0
508442,Soul,2020-12-25,16 35 14 10751,8.2,240.872,/hm58Jw4Lw8OIeECIq5qyPYhAeRJ.jpg,en,0
680319,We Broke Up,2021-04-23,35,5.7,238.893,/qPeSznx1YJkjKwd3B5yqRlxq0xD.jpg,en,0
557,Spider-Man,2002-05-01,14 28,7.2,237.293,/gSZyYEK5AfZuOFFjnVPUCLvdOD6.jpg,en,0
839100,Bright: Samurai Soul,2021-10-12,16 28 14,6.2,237.108,/i38XerbByKxr5DPGAoaoulJ9dLl.jpg,ja,0
317442,The Last: Naruto the Movie,2014-12-06,28 10749 16,7.9,236.429,/bAQ8O5Uw6FedtlCbJTutenzPVKd.jpg,ja,0
800497,Werewolves Within,2021-06-25,35 27,6.2,234.105,/WoG2tvwanOMlU0qsbxpf9Qd3y.jpg,en,0
659954,Azor,2021-09-10,18,5.6,110.214,/4Gra15Mqb6NvXbyYtL3hk79OQ1d.jpg,fr,0
591274,Fear Street: 1978,2021-07-08,27 9648,7.3,110.207,/5dNTxhoGDTHHGqUTdxcr4H1dqlU.jpg,en,0
812456,Barbie & Chelsea: The Lost Birthday,2021-05-14,16,7.2,110.2,/yZdVDxLXbz4yucwMy1yTCGTYNVC.jpg,en,0
772,Home Alone 2: Lost in New York,1992-11-19,35 10751 12,6.7,110.139,/uuitWHpJwxD1wruFl2nZHIb4UGN.jpg,en,0
10358,Zack and Miri Make a Porno,2008-09-18,35,6.3,109.669,/40qxr2p2s297Q1mWFJOsRatQPK0.jpg,en,0
9100,The Craft,1996-05-03,14 27 18 53,6.7,109.635,/8UCScpzQbeJcSkY7ZgRpblYh0lP.jpg,en,0
82690,Wreck-It Ralph,2012-01-01,10751 16 35 12,7.3,109.457,/tlboPAzzBu04D89hJ57CZXmF1fx.jpg,en,0
481084,The Addams Family,2019-10-10,10751 16 35,6.7,109.21,/q1epO0eO8DWu8Vo8tPfvVlzW48T.jpg,en,0
615678,Thunder Force,2021-04-09,28 12 35,5.7,109.083,/3mKMWP5OokB7QpcOMA1yl8BXFAF.jpg,en,0
9820,The Parent Trap,1998-07-28,35 10751,7.1,108.555,/a3XOGrrAjl1wwiumtACWBufg6AL.jpg,en,0
788905,A un paso de mí,2021-02-25,12 35 18,7.0,108.468,/vA9dTyqD4ejlJzVx0FY3tzMD5EO.jpg,es,0
37724,Skyfall,2012-10-25,28 12 53,7.2,108.3,/izrHg2UzxG3YXTBcKFaUbYp9LWA.jpg,en,0
131631,The Hunger Games: Mockingjay - Part 1,2014-11-19,878 12 53,6.8,108.123,/4FAA18ZIja70d1Tu5hr5cj2q1sB.jpg,en,0
512200,Jumanji: The Next Level,2019-12-04,12 35 14,7.0,107.848,/jyw8VKYEiM1UDzPB7NsisUgBeJ8.jpg,en,0
12429,Ponyo,2008-07-19,16 14 10751,7.7,107.718,/yp8vEZflGynlEylxEesbYasc06i.jpg,ja,0
420818,The Lion King,2019-07-12,12 10751 16,7.2,107.486,/dzBtMocZuJbjLOXvrl4zGYigDzh.jpg,en,0
57165,Wrath of the Titans,2012-03-28,14 12,5.7,107.423,/b9n2R3xZWQ8MVZgndQoV34stS0h.jpg,en,0
18823,Clash of the Titans,2010-03-31,12 14 28,5.9,107.194,/6iHYLipwEyZUPNO8MM3l1yHDaFE.jpg,en,0
577922,Tenet,2020-08-22,28 53 878,7.3,106.574,/oh8XmxWlySHgGLlx8QOBmq9k72j.jpg,en,0
45682,Jackie Chan Kung Fu Master,2009-07-03,28 35 10751,4.4,106.057,/ds8xP7319zuPMa09kxzkIPBsHVL.jpg,zh,0
814780,Farm to Fork to Love,2021-04-29,10749 10770,5.3,155.711,/wcttASR9kcbq7ZpVcMbm3mj3qGx.jpg,en,0
656940,Body Brokers,2021-02-19,53 80,6.6,152.279,/fNQUUrtlN79pDIMAPigX8NUvNW2.jpg,en,0
559907,The Green Knight,2021-07-29,12 18 14,6.6,152.169,/if4hw3Ou5Sav9Em7WWHj66mnywp.jpg,en,0
630586,Wrong Turn,2021-01-26,27 53,6.1,151.466,/4U1SBHmwHkNA0eHZ2n1CuiC1K1g.jpg,en,0
474350,It Chapter Two,2019-09-04,27 14,6.9,151.01,/zfE0R94v1E8cuKAerbskfD3VfUt.jpg,en,0
585,Monsters Inc.,2001-11-01,16 35 10751,7.8,150.369,/sgheSKxZkttIe8ONsf2sWXPgip3.jpg,en,0
98566,Teenage Mutant Ninja Turtles,2014-08-07,878 28 12 35,5.9,150.087,/azL2ThbJMIkts3ZMt3j1YgBUeDB.jpg,en,0
13475,Star Trek,2009-05-06,878 28 12,7.4,147.947,/lV5OpzAss1z06YNagOVap1I35mH.jpg,en,0
372058,Your Name.,2016-08-26,10749 16 18,8.6,147.67,/q719jXXEzOoYaps6babgKnONONX.jpg,ja,0
747688,Yara,2021-10-18,80 18,6.2,146.957,/lBd2NddzPMCAE2UXCECMZ786iOH.jpg,it,0
454626,Sonic the Hedgehog,2020-02-12,28 878 35 10751,7.4,146.012,/aQvJ5WPzZgYVDrxLX4R6cLJCEaQ.jpg,en,0
607259,Fatherhood,2021-06-18,18 10751 35,7.7,145.829,/pR2fzm82fl0giommpo310LBOMbV.jpg,en,0
719164,Women,2021-04-08,53,6.1,145.753,/yTgSMm9LRXVGxfaKqmlPCcQx5RJ.jpg,en,0
57214,Project X,2012-03-01,35,6.8,145.019,/lUPDGT3lyRrq8SvWuNWG2DP64bR.jpg,en,0
809314,Trigger Point,2021-04-23,28 53,6.6,144.826,/qlXenN6jjgbsIyEJxBjkfkEU0q8.jpg,en,0
8871,How the Grinch Stole Christmas,2000-11-17,10751 35 14,6.7,144.673,/1WZbbPApEivA421gCOluuzMMKCk.jpg,en,0
10585,Child's Play,1988-11-08,27,6.6,144.516,/433jjDcHFEFa9S1eMgkVaK3W900.jpg,en,0
50546,Just Go with It,2011-02-10,35 10749,6.6,144.289,/ez1EDULOCUUCySHOZU6tz97qbtM.jpg,en,0
99861,Avengers: Age of Ultron,2015-04-22,28 12 878,7.3,143.565,/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg,en,0
378064,A Silent Voice: The Movie,2016-09-17,16 18,8.4,143.55,/tuFaWiqX0TXoWu7DGNcmX3UW7sT.jpg,ja,0
458156,John Wick: Chapter 3 - Parabellum,2019-05-15,28 53 80,7.4,106.049,/ziEuG1essDuWuC5lpWUaw1uXY2O.jpg,en,0
681019,Nobody Sleeps in the Woods Tonight,2020-03-13,27 53,5.0,105.643,/5vFCHFVLPcU4M8uNXM1ba9y83Iu.jpg,pl,0
604360,The 8th Night,2021-07-02,9648 53 27,6.1,105.543,/trSDStH3UP4ux4lAILNNSqDXSB3.jpg,ko,0
486589,Red Shoes and the Seven Dwarfs,2019-07-25,16 10749 10751,7.8,105.462,/MBiKqTsouYqAACLYNDadsjhhC0.jpg,en,0
792657,Safer at Home,2021-02-26,53 27,5.7,105.176,/2mfnSVdDartB6TJ3k7Qyn0zMzKu.jpg,en,0
606523,Night in Paradise,2020-09-03,80 18 53 28,6.9,105.044,/dYCWUAidqgakGETwZkfGxU7CWhL.jpg,ko,0
458220,Palmer,2021-01-29,18,8.1,105.011,/xSDdRAjxKAGi8fUBLOqSrBhJmF0.jpg,en,0
568160,Weathering with You,2019-06-19,14 16 10749 18,8.1,104.995,/qgrk7r1fV4IjuoeiGS5HOhXNdLJ.jpg,ja,0
72105,Ted,2012-06-29,35 14,6.4,104.716,/2ZetTSYM8ATcrxh4Otge99GJRTz.jpg,en,0
49529,John Carter,2012-03-07,28 12 878,6.2,104.601,/7GSSyUUgUEXm1rhmiPGSRuKoqnK.jpg,en,0
663558,New Gods: Nezha Reborn,2021-02-06,16 28 14,8.3,104.487,/6goDkAD6J3br81YMQf0Gat8Bqjy.jpg,zh,0
34851,Predators,2010-07-03,878 28 53,6.2,104.448,/gsnUhWMYLSD8VZS7nrMT9mj9BYr.jpg,en,0
892342,Happiness Ever After,2021-11-10,10749 18,7.0,104.149,/xPizWp78D0Rt0q1G7ujYmjmfhL7.jpg,en,0
254128,San Andreas,2015-05-27,28 18 53,6.2,103.937,/2Gfjn962aaFSD6eST6QU3oLDZTo.jpg,en,0
809065,Flashback,2021-11-11,35,7.2,103.93,/wLJEwWOUmHHBW2HxkP8LEoqvq1L.jpg,fr,0
739542,America: The Motion Picture,2021-06-30,28 35 36 16 14,5.8,103.751,/1JRRvx5RotvWM1maeq9r82ktdHi.jpg,en,0
49530,In Time,2011-10-27,28 53 878,6.9,103.648,/3Mwj2sIONQckOZP3YwsUXF7U5I4.jpg,en,0
787009,Stay Out of the Attic,2021-03-11,27,5.8,103.504,/kEKQjLYZiIy78eEiMrtBfqSm3LU.jpg,en,0
11322,Public Enemies,2009-07-01,80 36,6.7,103.423,/ezFQaPf4cOEfsl39Me0gSV29d7V.jpg,en,0
23168,The Town,2010-09-15,80 18 53,7.2,103.173,/3NIzyXkfylsjflRKSz8Fts3lXzm.jpg,en,0
459151,The Boss Baby: Family Business,2021-07-01,16 35 12 10751,7.7,865.543,/uWStkK8bq9ixY3fc7y209ZleCoF.jpg,en,0
768449,American Badger,2021-03-05,28 53,6.3,836.887,/8mO2ZTTOnLnaEQd1sNZAE2XBoOg.jpg,en,0
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020-10-16,16 28 12 14,8.4,824.532,/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg,ja,0
451048,Jungle Cruise,2021-07-28,12 14 35 28,7.7,756.102,/9dKCd55IuTT5QRs989m9Qlb7d2B.jpg,en,0
672582,The Deep House,2021-06-30,27,5.5,729.437,/52E0LGcMKHOO91P4j6hdHKVwITP.jpg,en,0
885110,Amina,2021-11-04,10752 36 18 12,5.2,718.371,/gII53HAH7UA1yx189vROMzWA5ib.jpg,en,0
675319,Zone 414,2021-09-03,878 53 9648,5.7,714.946,/wIm5S6Blkb0qDMTGVu80VWSrQV1.jpg,en,0
436969,The Suicide Squad,2021-07-28,28 12 14 35,7.8,705.721,/kb4s0ML0iVZlG6wAKbbs9NAm6X.jpg,en,0
703771,Deathstroke: Knights & Dragons - The Movie,2020-08-04,16 28 12 878,7.0,695.523,/vFIHbiy55smzi50RmF8LQjmpGcx.jpg,en,0
879163,Peçanha Contra o Animal,2021-10-22,35 80,5.7,671.665,/nH0EycssY8aFJxElTsGSRirP9qr.jpg,pt,0
497698,Black Widow,2021-07-07,28 12 878,7.6,670.807,/qAZ0pzat24kLdO3o8ejmbLxyOac.jpg,en,0
589754,The Last Warrior: Root of Evil,2021-01-01,14 12 35,7.1,670.502,/5VJSIAhSn4qUsg5nOj4MhQhF5wQ.jpg,ru,0
846167,In for a Murder,2021-06-18,80 35,5.7,667.622,/tq5ODEgr1PUxT7HCqDT73SlDIek.jpg,pl,0
645788,The Protégé,2021-08-19,28 80 53,6.8,666.979,/o9FY8N5c8CXf22q8s4CmRRjAQJx.jpg,en,0
675445,PAW Patrol: The Movie,2021-08-09,16 10751 12 35,7.7,659.613,/ic0intvXZSfBlYPIvWXpU1ivUCO.jpg,en,0
385128,F9,2021-05-19,28 80 53,7.4,635.426,/bOFaAXmWWXC3Rbv4u4uM9ZSzRXP.jpg,en,0
760747,The Trip,2021-07-30,28 35 53 27,6.8,625.845,/uXGoV9IgKChvN7UGMj01y3purGc.jpg,no,0
714968,Plan A,2021-09-03,53,4.3,609.757,/dfYOmisdbiVTXdcQji35pKywPFI.jpg,en,0
820511,Ripper Untold,2021-06-28,27,6.5,604.446,/dpELyqPFcAhpyaCRFnoUEpQrqZU.jpg,en,0
379686,Space Jam: A New Legacy,2021-07-08,16 35 10751 878,7.3,600.385,/5bFK5d3mVTAvBCXi5NPWH0tYjKl.jpg,en,0
654974,Home Sweet Home Alone,2021-11-12,10751 35,5.8,142.608,/fP3VvqUjEBjawxZHL4sYCq2ZdJD.jpg,en,0
730840,Trollhunters: Rise of the Titans,2021-07-21,16 14 10751 28 12 878,8.0,141.307,/zvUNFeTz0Sssb210wSiIiHRjA4W.jpg,en,0
22832,Ninja Assassin,2009-09-29,28,6.5,140.766,/eQdtVLcwloJ1oqVSdfxazZBYHtX.jpg,en,0
8587,The Lion King,1994-06-23,10751 16 18,8.3,139.157,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,en,0
438695,Sing 2,2021-12-02,10751 35 16 18 10402,0.0,138.983,/aWeKITRFbbwY8txG5uCj4rMCfSP.jpg,en,0
808,Shrek,2001-05-18,16 35 14 12 10751,7.7,138.704,/iB64vpL3dIObOtMZgX3RqdVdQDc.jpg,en,0
723072,Host,2020-12-04,27 53 9648,6.6,138.502,/h7dZpJDORYs5c56dydbrLFkEXpE.jpg,en,0
384018,Fast & Furious Presents: Hobbs & Shaw,2019-08-01,28 12 35,6.9,138.46,/qRyy2UmjC5ur9bDi3kpNNRCc5nc.jpg,en,0
284052,Doctor Strange,2016-10-25,28 12 14 878,7.4,138.317,/xf8PbyQcR5ucXErmZNzdKR0s8ya.jpg,en,0
122917,The Hobbit: The Battle of the Five Armies,2014-12-10,28 12 14,7.3,138.283,/xT98tLqatZPQApyRmlPL12LtiWp.jpg,en,0
675024,The Exorcism of Carmen Farias,2021-05-05,27,6.4,137.915,/uoTPjx07dxTrC1g3dYeaS2WNVGL.jpg,es,0
214756,Ted 2,2015-06-25,35,6.3,137.641,/qMOt0uy1x49OBW0jzodgRM9waW0.jpg,en,0
91314,Transformers: Age of Extinction,2014-06-25,878 28 12,5.9,137.226,/jyzrfx2WaeY60kYZpPYepSjGz4S.jpg,en,0
821955,The Right Mom,2021-09-17,18,2.5,137.017,/uyV2shElUyrG7XmEurELgq5OhJn.jpg,en,0
875460,Cato,2021-10-14,18,2.0,136.999,/rxxZIKVLioIFHi62WPm7jWPqFIw.jpg,es,0
653349,Vacation Friends,2021-08-27,35,7.3,136.92,/uTgZuqUQbaCB6Wfk03N8IUEuzQf.jpg,en,0
769749,Finding You,2021-05-13,10749 18,6.6,136.379,/mRSsYtYcbhNAfHBp3ha1Nr65agi.jpg,en,0
1865,Pirates of the Caribbean: On Stranger Tides,2011-05-14,12 28 14,6.5,134.699,/keGfSvCmYj7CvdRx36OdVrAEibE.jpg,en,0
11249,Seed of Chucky,2004-11-11,27 35 53,5.5,134.616,/ynDSmBM3rTFsWNb7zjgglotaXlH.jpg,en,0
888910,Camp Confidential: America's Secret Nazis,2021-09-24,99 16 36,6.5,134.023,/eOwaUeFNsQt5ALBfZNPye33vBrS.jpg,en,0
633515,The Forgotten Battle,2021-06-05,10752 36 18,7.3,125.692,/gIECF0d3fri7yryBwMfHJxKAHdE.jpg,nl,0
27205,Inception,2010-07-15,28 878 12,8.3,125.386,/9gk7adHYeDvHkCSEqAvQNLV5Uge.jpg,en,0
138843,The Conjuring,2013-03-20,27 53,7.5,124.499,/wVYREutTvI2tmxr6ujrHT704wGF.jpg,en,0
4564,Sex and the City,2008-05-12,35 18 10749,6.6,124.199,/77tIJpDUV5maRnmAUnxT1bzz1Zp.jpg,en,0
216015,Fifty Shades of Grey,2015-02-11,18 10749 53,5.9,124.073,/63kGofUkt1Mx0SIL4XI4Z5AoSgt.jpg,en,0
631132,Goblin Slayer: Goblin's Crown,2020-02-01,16 12 28 14,7.7,123.938,/oyDaF4za9C9GxfYSyZUmj2aZGJT.jpg,ja,0
3933,Corpse Bride,2005-09-12,10749 14 16,7.5,123.394,/isb2Qow76GpqYmsSyfdMfsYAjts.jpg,en,0
14836,Coraline,2009-02-05,16 10751 14,7.8,123.312,/gPMh5rsVrDDAYMDbTcz6Up1DQ4z.jpg,en,0
68726,Pacific Rim,2013-07-11,28 878 12,6.8,122.774,/mmznhaQDwlHWpUwKuNxtQiubbmM.jpg,en,0
440249,After Porn Ends 2,2017-03-28,99,5.5,122.583,/rfItXrtDGILwsCdmgVxX79phFuI.jpg,en,0
177572,Big Hero 6,2014-10-24,12 10751 16 28 35,7.8,122.519,/2mxS4wUimwlLmI1xp6QW6NSU361.jpg,en,0
38575,The Karate Kid,2010-06-10,28 12 18 10751,6.5,122.182,/tAMQREOoztvluqrfHiGHFVfB04B.jpg,en,0
534,Terminator Salvation,2009-05-20,28 878 53,6.0,122.126,/gw6JhlekZgtKUFlDTezq3j5JEPK.jpg,en,0
257344,Pixels,2015-07-16,28 35 878,5.7,121.947,/vDH2wja7qd0rSyp6X4O6I8wvi78.jpg,en,0
809968,Bartkowiak,2021-07-28,28 53,6.3,121.772,/kOVko9u2CSwpU8zGj14Pzei6Eco.jpg,pl,0
676845,Come Play With Me,2021-02-25,27,7.2,121.711,/iM5kNvZzcMSmWv7CFTxnTu5zfoa.jpg,es,0
301528,Toy Story 4,2019-06-19,10751 12 16 35 14 18,7.6,121.614,/w9kR8qbmQ01HwnvK4alvnQ2ca0L.jpg,en,0
18240,The Proposal,2009-06-01,35 10749 18,7.1,121.471,/3llEDAKXexgVpSqiK17BS4wtJhC.jpg,en,0
801335,Girl in the Basement,2021-02-27,80 53,8.1,121.128,/qmddUxRwbsxHa7oEXm4PWh1KZe8.jpg,en,0
337167,Fifty Shades Freed,2018-01-17,18 10749,6.7,120.885,/9ZedQHPQVveaIYmDSTazhT3y273.jpg,en,0
659940,The Marco Effect,2021-05-27,53 80,6.7,133.484,/fZNugFFV3xCNVR2Br4xGgfJil0Q.jpg,da,0
662237,Sweet & Sour,2021-06-04,35 10749,7.9,133.376,/3yGwAPl6LWpi8QwHjwCMaqsPgNB.jpg,ko,0
400155,Hotel Transylvania 3: Summer Vacation,2018-06-28,10751 14 35 16,6.9,132.08,/o7RY5zNHdH2heGS1hET2Rt6hZOe.jpg,en,0
360920,The Grinch,2018-11-08,16 10751 35 14,6.8,131.665,/stAu0oF6dYDhV5ssbmFUYkQPtCP.jpg,en,0
10195,Thor,2011-04-21,12 14 28,6.8,130.926,/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg,en,0
118406,Naruto Shippuden the Movie: Road to Ninja,2012-07-28,16 14 28,7.6,130.553,/xLal6fXNtiJN6Zw6qk21xAtdOeN.jpg,ja,0
727745,The Kissing Booth 3,2021-08-11,10749 35,7.3,130.468,/c7xcqnMDVQ5v1hJBm3AZ5YikNe6.jpg,en,0
602063,Rurouni Kenshin: The Final,2021-04-23,28 12 18,8.0,128.598,/7bbEASVf9XWtfxWiuWUMY3uyhTb.jpg,ja,0
809,Shrek 2,2004-05-19,16 10751 35 14 12,7.1,128.215,/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg,en,0
412656,Chaos Walking,2021-02-24,878,6.8,127.843,/9kg73Mg8WJKlB9Y2SAJzeDKAnuB.jpg,en,0
24418,Cirque du Freak: The Vampire's Assistant,2009-10-23,12 14 28 53,5.7,127.69,/3Z2f50SKyHMWLLFH8OsV6hFoKLF.jpg,en,0
583081,Warning,2021-10-22,878 53 18,5.8,127.666,/hY0JZLUiGEmuRLvXATisHM3tw1f.jpg,en,0
425,Ice Age,2002-03-10,16 35 10751 12,7.3,127.489,/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg,en,0
10196,The Last Airbender,2010-06-30,28 12 14,4.7,127.033,/zgwRTYWEEPivTwjB9S03HtmMcbM.jpg,en,0
109445,Frozen,2013-11-20,16 12 10751,7.3,126.957,/kgwjIb2JDHRhNk13lmSxiClFjVk.jpg,en,0
284053,Thor: Ragnarok,2017-10-25,28 12 35 14 878,7.6,126.824,/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg,en,0
475557,Joker,2019-10-02,80 53 18,8.2,126.509,/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,en,0
677638,We Bare Bears: The Movie,2020-06-30,10751 16 12 35 10770,7.9,126.484,/kPzcvxBwt7kEISB9O4jJEuBn72t.jpg,en,0
18785,The Hangover,2009-06-02,35,7.3,126.251,/wTt2BoyAGhr0M00eR1ewVZyQoUq.jpg,en,0
228150,Fury,2014-10-15,10752 18 28,7.5,125.817,/q7kgbEjx2BHUDErfU7lH8UqS51R.jpg,en,0
716594,No Man of God,2021-08-19,18 36,6.8,117.603,/jJzmSlNorOu6yvHSjXoF0bBcx17.jpg,en,0
854535,The Legacy of Chucky,2021-07-25,27 99,5.4,116.77,/bRYEP7gdMi8lqlzT5csXpKTJaQ5.jpg,en,0
560144,Skylines,2020-10-25,878 28,5.7,116.759,/2W4ZvACURDyhiNnSIaFPHfNbny3.jpg,en,0
736074,Batman: The Long Halloween Part Two,2021-07-26,16 9648 28 80,7.7,116.548,/5X1n5q08mZ7NpNpxehMFODxfNYq.jpg,en,0
701524,A Cop Movie,2021-10-28,99,7.3,116.342,/uV8nVK5Z3vpuEpZGPWFa69Lb7L9.jpg,es,0
520946,100% Wolf,2020-06-26,16 10751 14,5.9,116.267,/2VrvxK4yxNCU6KVgo5TADJeBEQu.jpg,en,0
72190,World War Z,2013-06-20,28 18 27 878 53,6.8,116.191,/1SWBSYJsnyhdNRfLI1T6RsCxAQ4.jpg,en,0
483898,50 Greatest Harry Potter Moments,2011-07-27,99,7.9,116.176,/g1xiBoLD6v3ZaXPa4QtuXiQeYKW.jpg,en,0
72545,Journey 2: The Mysterious Island,2012-01-19,12 28 878,6.1,115.954,/hLZHJjsZ83Wfn3MRteNb6ew0WC7.jpg,en,0
14869,G.I. Joe: The Rise of Cobra,2009-08-03,12 28 53 878,5.7,115.835,/mc9b25IAprHfsaOz0wTshOwGHcY.jpg,en,0
299537,Captain Marvel,2019-03-06,28 12 878,6.9,115.489,/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg,en,0
863,Toy Story 2,1999-10-30,16 35 10751,7.6,115.15,/eVGu0zsezaSCuN67zgNhzjeNI9Z.jpg,en,0
593910,Cinderella,2021-09-03,14 10749 35,6.7,114.813,/clDFqATL4zcE7LzUwkrVj3zHvk7.jpg,en,0
860425,Breathless,2021-08-11,80 18 53,5.9,114.77,/oxNoVgbu2v9ETL93Kri1pw8osYf.jpg,es,0
383498,Deadpool 2,2018-05-10,28 35 12,7.5,114.609,/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg,en,0
118,Charlie and the Chocolate Factory,2005-07-13,12 35 10751 14,7.0,114.58,/wfGfxtBkhBzQfOZw4S8IQZgrH0a.jpg,en,0
126963,Dragon Ball Z: Battle of Gods,2013-03-30,16 28 878,6.8,114.486,/nxZEdYcHMuD8SSuwusDnK9CD2H1.jpg,ja,0
